"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:44:40,3715098","sodinokibi.exe","8376","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,3715184","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3715304","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3715658","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3716012","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3716107","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3716303","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3716471","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3716586","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3716796","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3716958","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"14:44:40,3717052","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3717416","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3717582","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3717712","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\(Default)","BUFFER OVERFLOW","Length: 12"
"14:44:40,3717809","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3717910","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3718052","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3718298","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\(Default)","SUCCESS","Type: REG_SZ, Length: 32, Data: PSFactoryBuffer"
"14:44:40,3718414","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3718525","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3718685","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3718832","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3718918","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocServer32","SUCCESS","Desired Access: Read"
"14:44:40,3719144","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: Name"
"14:44:40,3719248","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3719472","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3719593","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"14:44:40,3719832","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: Name"
"14:44:40,3719935","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3720080","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3720333","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"14:44:40,3720428","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: Name"
"14:44:40,3720530","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3720826","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3720985","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 100, Data: C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll"
"14:44:40,3721097","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: Name"
"14:44:40,3721201","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3721368","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3721485","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"14:44:40,3721622","sodinokibi.exe","8376","RegCloseKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InProcServer32","SUCCESS",""
"14:44:40,3721708","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3721813","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3722067","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3722211","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3722295","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3722469","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3722571","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3722876","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3723080","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3723297","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3723494","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3723773","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3723944","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3724108","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3724217","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3724469","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3724579","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3724743","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"14:44:40,3724895","sodinokibi.exe","8376","RegQueryValue","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\AppID","NAME NOT FOUND","Length: 112"
"14:44:40,3724997","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3725099","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3725241","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3725393","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3725616","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"14:44:40,3725971","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3726086","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3726185","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3726268","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3726415","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3726585","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Desired Access: Read"
"14:44:40,3726789","sodinokibi.exe","8376","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,3726875","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3727040","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3727195","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\Elevation","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3727339","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3727421","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\Elevation","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3727615","sodinokibi.exe","8376","RegCloseKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS",""
"14:44:40,3727727","sodinokibi.exe","8376","RegCloseKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS",""
"14:44:40,3727867","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3727974","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3728073","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3728448","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3728614","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3728786","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Desired Access: Read"
"14:44:40,3728969","sodinokibi.exe","8376","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,3729061","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: Name"
"14:44:40,3729183","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3729542","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3729824","sodinokibi.exe","8376","RegQueryKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"14:44:40,3729910","sodinokibi.exe","8376","RegOpenKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3730089","sodinokibi.exe","8376","RegCloseKey","HKCR\WOW6432Node\CLSID\{95E15D0A-66E6-93D9-C53C-76E6219D3341}","SUCCESS",""
"14:44:40,3732720","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,3733740","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS","CreationTime: 25/04/2022 10:23:37, LastAccessTime: 25/04/2022 14:33:25, LastWriteTime: 25/04/2022 10:23:37, ChangeTime: 25/04/2022 10:39:42, FileAttributes: A"
"14:44:40,3733862","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS",""
"14:44:40,3735044","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,3735474","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:40,3738248","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:40,3739938","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS","Image Base: 0x73ff0000, Image Size: 0x3a1000"
"14:44:40,3741614","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll","SUCCESS",""
"14:44:40,3754504","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,3754679","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter","SUCCESS","Desired Access: Read"
"14:44:40,3755240","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter","SUCCESS","Query: Basic, Name: Windows.Storage.Streams.DataWriter"
"14:44:40,3755422","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\ActivationType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:44:40,3755581","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\Server","NAME NOT FOUND","Length: 144"
"14:44:40,3755679","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\DllPath","SUCCESS","Type: REG_SZ, Length: 66, Data: C:\Windows\System32\WinTypes.dll"
"14:44:40,3755784","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\Threading","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:44:40,3755874","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\TrustLevel","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:44:40,3756012","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,3756378","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\CustomAttributes","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3756598","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\RemoteServer","NAME NOT FOUND","Length: 144"
"14:44:40,3756692","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\ActivateAsUser","NAME NOT FOUND","Length: 16"
"14:44:40,3756789","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\ActivateInSharedBroker","NAME NOT FOUND","Length: 16"
"14:44:40,3756966","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\ActivateInBrokerForMediumILContainer","NAME NOT FOUND","Length: 16"
"14:44:40,3757066","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\Permissions","NAME NOT FOUND","Length: 140"
"14:44:40,3757160","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"14:44:40,3757363","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Storage.Streams.DataWriter","SUCCESS",""
"14:44:40,3782769","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3783134","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3783601","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"14:44:40,3783846","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"14:44:40,3784208","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Applications\sodinokibi.exe","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3784698","sodinokibi.exe","8376","RegOpenKey","HKCR\Applications\sodinokibi.exe","NAME NOT FOUND","Desired Access: Read"
"14:44:40,3789557","sodinokibi.exe","8376","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,3791647","sodinokibi.exe","8376","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"14:44:40,3792203","sodinokibi.exe","8376","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00600, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"14:44:40,3792495","sodinokibi.exe","8376","CloseFile","C:\","SUCCESS",""
"14:44:40,3794230","sodinokibi.exe","8376","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,3795390","sodinokibi.exe","8376","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"14:44:40,3795890","sodinokibi.exe","8376","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00600, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"14:44:40,3796583","sodinokibi.exe","8376","CloseFile","C:\","SUCCESS",""
"14:44:40,3797707","sodinokibi.exe","8376","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,3799008","sodinokibi.exe","8376","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"14:44:40,3799392","sodinokibi.exe","8376","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00600, MaximumComponentNameLength: 255, FileSystemName: NTFS"
