"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:44:39,5659553","sodinokibi.exe","8376","Process Start","","SUCCESS","Parent PID: 3640, Command line: ""C:\Users\Cuckoo\Downloads\sodinokibi.exe"" , Current directory: C:\Users\Cuckoo\Downloads\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\Cuckoo\AppData\Roaming;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-STRQU9T;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer;	FPS_BROWSER_USER_PROFILE_STRING=Default;	HOMEDRIVE=C:;	HOMEPATH=\Users\Cuckoo;	LOCALAPPDATA=C:\Users\Cuckoo\AppData\Local;	LOGONSERVER=\\DESKTOP-STRQU9T;	NUMBER_OF_PROCESSORS=4;	OneDrive=C:\Users\Cuckoo\OneDrive;	OS=Windows_NT;	Path=C:\Python27\;C:\Python27\Scripts;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\Cuckoo\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Python27;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=AMD64 Family 23 Model 24 Stepping 1, AuthenticAMD;	PROCESSOR_LEVEL=23;	PROCESSOR_REVISION=1801;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\Cuckoo\AppData\Local\Temp;	TMP=C:\Users\Cuckoo\AppData\Local\Temp;	USERDOMAIN=DESKTOP-STRQU9T;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-STRQU9T;	USERNAME=Cuckoo;	USERPROFILE=C:\Users\Cuckoo;	windir=C:\Windows"
"14:44:39,5659676","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 1500"
"14:44:39,5787242","sodinokibi.exe","8376","Load Image","C:\Users\Cuckoo\Downloads\sodinokibi.exe","SUCCESS","Image Base: 0x400000, Image Size: 0xdf000"
"14:44:39,5788324","sodinokibi.exe","8376","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ffffb750000, Image Size: 0x1f5000"
"14:44:39,5789113","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Image Base: 0x77660000, Image Size: 0x1a3000"
"14:44:39,5792204","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"14:44:39,5793803","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"14:44:39,5795375","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"14:44:39,5795713","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:44:39,5795914","sodinokibi.exe","8376","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"14:44:39,5796227","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"14:44:39,5797008","sodinokibi.exe","8376","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5797193","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5797365","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"14:44:39,5797563","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:44:39,5807782","sodinokibi.exe","8376","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,5827303","sodinokibi.exe","8376","Load Image","C:\Windows\System32\wow64.dll","SUCCESS","Image Base: 0x7ffffa6d0000, Image Size: 0x59000"
"14:44:39,5830137","sodinokibi.exe","8376","Load Image","C:\Windows\System32\wow64win.dll","SUCCESS","Image Base: 0x7ffff9e20000, Image Size: 0x83000"
"14:44:39,5836081","sodinokibi.exe","8376","CreateFile","C:\Windows\System32\wow64log.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:39,5841713","sodinokibi.exe","8376","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,5842638","sodinokibi.exe","8376","QueryNameInformationFile","C:\Windows","SUCCESS","Name: \Windows"
"14:44:39,5842895","sodinokibi.exe","8376","CloseFile","C:\Windows","SUCCESS",""
"14:44:39,5843395","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86","SUCCESS","Desired Access: Read"
"14:44:39,5844316","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\sodinokibi.exe","NAME NOT FOUND","Length: 520"
"14:44:39,5844515","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wow64\x86\(Default)","SUCCESS","Type: REG_SZ, Length: 26, Data: wow64cpu.dll"
"14:44:39,5844840","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wow64\x86","SUCCESS",""
"14:44:39,5846736","sodinokibi.exe","8376","Load Image","C:\Windows\System32\wow64cpu.dll","SUCCESS","Image Base: 0x77650000, Image Size: 0xa000"
"14:44:39,5851337","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"14:44:39,5851554","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"14:44:39,5851978","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,5852199","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"14:44:39,5852572","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:44:39,5852870","sodinokibi.exe","8376","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"14:44:39,5853071","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"14:44:39,5854155","sodinokibi.exe","8376","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5854330","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5854595","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,5854712","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"14:44:39,5854886","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:44:39,5872535","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,5886975","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Image Base: 0x773f0000, Image Size: 0xf0000"
"14:44:39,5918154","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Image Base: 0x758c0000, Image Size: 0x214000"
"14:44:39,5942562","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"14:44:39,5946179","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"14:44:39,5969635","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"14:44:39,5969843","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"14:44:39,5970053","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"14:44:39,5970173","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"14:44:39,5970382","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"14:44:39,5971120","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"14:44:39,5971545","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,5971653","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"14:44:39,5971807","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"14:44:39,5972369","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"14:44:39,5972777","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"14:44:39,5973140","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"14:44:39,5973286","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,5973372","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:44:39,5973505","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"14:44:39,5976792","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\user32.dll","SUCCESS","Image Base: 0x76c90000, Image Size: 0x19c000"
"14:44:39,5979089","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\win32u.dll","SUCCESS","Image Base: 0x77140000, Image Size: 0x18000"
"14:44:39,5980542","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 3012"
"14:44:39,5982713","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","Image Base: 0x773c0000, Image Size: 0x23000"
"14:44:39,5985054","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\gdi32full.dll","SUCCESS","Image Base: 0x76e90000, Image Size: 0xdc000"
"14:44:39,5987469","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\msvcp_win.dll","SUCCESS","Image Base: 0x76a90000, Image Size: 0x7b000"
"14:44:39,5989499","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\ucrtbase.dll","SUCCESS","Image Base: 0x77530000, Image Size: 0x120000"
"14:44:39,5991348","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 4532"
"14:44:39,5994075","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","Image Base: 0x75760000, Image Size: 0x7b000"
"14:44:39,5994481","sodinokibi.exe","8376","Thread Create","","SUCCESS","Thread ID: 6332"
"14:44:39,5996288","sodinokibi.exe","8376","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5996597","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,5996800","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,5996914","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"14:44:39,5997079","sodinokibi.exe","8376","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:44:39,6005047","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Image Base: 0x75c80000, Image Size: 0xbf000"
"14:44:39,6008628","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x765d0000, Image Size: 0x76000"
"14:44:39,6010911","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x77080000, Image Size: 0xbe000"
"14:44:39,6015158","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"14:44:39,6015385","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"14:44:39,6015602","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6015719","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"14:44:39,6018417","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\MSIMG32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:39,6021316","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\msimg32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,6022811","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\msimg32.dll","SUCCESS","CreationTime: 25/04/2022 10:23:42, LastAccessTime: 25/04/2022 14:33:24, LastWriteTime: 25/04/2022 10:23:42, ChangeTime: 25/04/2022 10:39:54, FileAttributes: A"
"14:44:39,6023006","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\msimg32.dll","SUCCESS",""
"14:44:39,6027092","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\msimg32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,6028039","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\msimg32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:39,6029242","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\msimg32.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:39,6031568","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\msimg32.dll","SUCCESS","Image Base: 0x75520000, Image Size: 0x6000"
"14:44:39,6033534","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\msimg32.dll","SUCCESS",""
"14:44:39,6036907","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6041124","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6043474","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6044341","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:39,6045157","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6052468","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"14:44:39,6052773","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"14:44:39,6053179","sodinokibi.exe","8376","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6053357","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"14:44:39,6053634","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"14:44:39,6128142","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,6129149","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","CreationTime: 06/10/2021 15:40:28, LastAccessTime: 25/04/2022 14:33:24, LastWriteTime: 06/10/2021 15:40:28, ChangeTime: 25/04/2022 10:40:15, FileAttributes: A"
"14:44:39,6129290","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS",""
"14:44:39,6130632","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:39,6131557","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:39,6131788","sodinokibi.exe","8376","QueryStandardInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","AllocationSize: 143.360, EndOfFile: 143.056, NumberOfLinks: 2, DeletePending: False, Directory: False"
"14:44:39,6132327","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:39,6133406","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS",""
"14:44:39,6152270","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Image Base: 0x76f70000, Image Size: 0x25000"
"14:44:39,6155912","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"14:44:39,6156193","sodinokibi.exe","8376","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6156976","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 528"
"14:44:39,6157980","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:39,6158132","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sodinokibi.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6158920","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"14:44:39,6159330","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6159759","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"14:44:39,6159945","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6160176","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:39,6160274","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sodinokibi.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6160490","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"14:44:39,6160660","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6160911","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"14:44:39,6161085","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6161410","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","REPARSE","Desired Access: Read"
"14:44:39,6162006","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"14:44:39,6162220","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6162322","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"14:44:39,6162557","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"14:44:39,6162703","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","REPARSE","Desired Access: Read"
"14:44:39,6162834","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"14:44:39,6162964","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6163049","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableUmpdBufferSizeCheck","NAME NOT FOUND","Length: 20"
"14:44:39,6163173","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"14:44:39,6163641","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sodinokibi.exe","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6163931","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6164123","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6164349","sodinokibi.exe","8376","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"14:44:39,6164609","sodinokibi.exe","8376","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"14:44:39,6164947","sodinokibi.exe","8376","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"14:44:39,6166737","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
