Type;Operation;Path
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..g-whatsnew.appxmain_31bf3856ad364e35_10.0.19041.746_none_57c8601baf818c0d\r\whatsnew.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\analog.console.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\analog.shell.util.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\components.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\holocamera.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\hydrogen.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\models.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\f\windows.mirage.internal.capture.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\analog.console.winmd
File;Deleted;C:\Windows\servicing\LCU\Package_for_RollupFix~31bf3856ad364e35~amd64~~19041.1645.1.11\amd64_microsoft-windows-a..holocamera.appxmain_31bf3856ad364e35_10.0.19041.746_none_db308981340daaed\r\analog.shell.util.winmd
