Type;Operation;Path
File;Added;C:\Users\Cuckoo\Documents\PDFs\2110.00362.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2111.00097.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2201.04424.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2201.06068.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2201.08154.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2201.11148.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2202.03276.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\2202.06108.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\char_sheet.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\ransomware-detection.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\ransomware-memory-analysis.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\README.256ff27e.TXT
File;Added;C:\Users\Cuckoo\Documents\PDFs\test.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\PDFs\volatility.pdf.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2010.07754.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2011.12248.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2012.08487.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2101.12434.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2103.17059.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2104.07409.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2105.03514.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2107.09470.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2107.14578.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2109.01047.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2109.11542.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2109.12162.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2110.00362.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2111.00097.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2201.04424.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2201.06068.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2201.08154.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2201.11148.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2202.03276.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\2202.06108.txt.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Txt\README.256ff27e.TXT
File;Added;C:\Users\Cuckoo\Documents\Word\2010.07754.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2011.12248.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2012.08487.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2101.12434.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2103.17059.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2104.07409.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2105.03514.docx.256ff27e
File;Added;C:\Users\Cuckoo\Documents\Word\2107.09470.docx.256ff27e
